Algorytm,Poziom_trudnosci,Czas_ms,Odwiedzone_stany,Przetworzone_stany,Max_glebokosc
A* (Hamm),7,0.068,14,6,5
BFS,7,0.074,35,16,3
DFS,7,0.018,10,4,3
A* (Manh),7,0.07,10,4,3
A* (Hamm),7,0.032,10,4,3
BFS,7,0.541,241,114,5
DFS,7,322.12,140376,140359,20
A* (Manh),7,0.317,15,6,5
A* (Hamm),7,0.098,15,6,5
BFS,7,0.43,143,67,5
DFS,7,192.183,84095,84077,20
A* (Manh),7,0.118,14,6,5
A* (Hamm),7,0.05,14,6,5
BFS,7,0.066,38,18,3
DFS,7,0.043,26,12,11
A* (Manh),7,0.069,10,4,3
A* (Hamm),7,0.031,10,4,3
BFS,7,0.19,122,57,5
DFS,7,0.021,12,6,5
A* (Manh),7,0.086,12,6,5
A* (Hamm),7,0.064,19,9,5
BFS,7,0.054,35,16,3
DFS,7,0.015,10,4,3
A* (Manh),7,0.068,10,4,3
A* (Hamm),7,0.03,10,4,3
BFS,7,0.283,162,76,5
DFS,7,125.657,53895,53880,20
A* (Manh),7,0.114,12,6,5
A* (Hamm),7,0.046,12,6,5
BFS,7,0.294,166,79,5
DFS,7,13.728,5201,5183,20
A* (Manh),7,0.304,14,6,5
A* (Hamm),7,0.094,14,6,5
BFS,7,0.108,4,2,1
DFS,7,0.016,4,2,1
A* (Manh),7,0.048,4,2,1
A* (Hamm),7,0.024,4,2,1
