Algorytm,Poziom_trudnosci,Czas_ms,Odwiedzone_stany,Przetworzone_stany,Max_glebokosc
DFS,5,156.141,81898,81882,20
A* (Manh),5,0.08,9,4,3
A* (Hamm),5,0.034,9,4,3
BFS,5,0.067,40,17,3
DFS,5,3524.035,1687907,1687902,20
A* (Manh),5,0.189,7,4,3
A* (Hamm),5,0.033,7,4,3
BFS,5,0.368,217,105,5
DFS,5,414.455,210650,210632,20
A* (Manh),5,0.181,14,6,5
A* (Hamm),5,0.052,14,6,5
BFS,5,0.019,9,4,1
DFS,5,9276.809,4218340,4218340,20
A* (Manh),5,0.043,4,2,1
A* (Hamm),5,0.017,4,2,1
BFS,6,0.171,99,46,4
DFS,6,699.687,352619,352607,20
A* (Manh),6,0.114,12,5,4
A* (Hamm),6,0.043,12,5,4
BFS,6,0.006,1,1,0
DFS,6,0.003,1,1,0
A* (Manh),6,0.002,1,1,0
A* (Hamm),6,0.002,1,1,0
BFS,6,0.057,34,15,2
DFS,6,692.524,352535,352519,20
A* (Manh),6,0.144,7,3,2
A* (Hamm),6,0.029,7,3,2
BFS,6,0.008,1,1,0
DFS,6,0.005,1,1,0
A* (Manh),6,0.002,1,1,0
A* (Hamm),6,0.002,1,1,0
BFS,6,0.043,23,10,2
DFS,6,1329.937,652296,652286,20
A* (Manh),6,0.067,6,3,2
A* (Hamm),6,0.025,6,3,2
BFS,6,0.251,146,70,4
DFS,6,485.57,234272,234259,20
A* (Manh),6,0.149,13,5,4
A* (Hamm),6,0.047,13,5,4
BFS,6,0.249,152,73,4
DFS,6,1073.517,534946,534934,20
A* (Manh),6,0.113,12,5,4
A* (Hamm),6,0.043,12,5,4
BFS,6,0.006,1,1,0
DFS,6,0.004,1,1,0
A* (Manh),6,0.002,1,1,0
A* (Hamm),6,0.002,1,1,0
BFS,6,0.04,23,10,2
DFS,6,2302.935,1095343,1095336,20
A* (Manh),6,0.246,6,3,2
A* (Hamm),6,0.03,6,3,2
BFS,6,0.051,23,10,2
DFS,6,2252.682,1095343,1095336,20
A* (Manh),6,0.247,6,3,2
A* (Hamm),6,0.03,6,3,2
BFS,6,0.045,23,10,2
DFS,6,2247.056,1095343,1095336,20
A* (Manh),6,0.21,6,3,2
A* (Hamm),6,0.027,6,3,2
BFS,6,0.044,23,10,2
DFS,6,2240.487,1095343,1095336,20
A* (Manh),6,0.206,6,3,2
A* (Hamm),6,0.028,6,3,2
BFS,6,0.649,373,181,6
DFS,6,73.961,38632,38617,20
A* (Manh),6,0.162,15,7,6
A* (Hamm),6,0.055,15,7,6
BFS,6,0.189,116,54,4
DFS,6,938.188,466664,466656,20
A* (Manh),6,0.116,11,5,4
A* (Hamm),6,0.042,11,5,4
BFS,6,0.147,87,41,4
DFS,6,210.254,108992,108979,20
A* (Manh),6,0.119,12,5,4
A* (Hamm),6,0.044,12,5,4
BFS,6,0.059,34,15,2
DFS,6,702.32,352535,352519,20
A* (Manh),6,0.104,7,3,2
A* (Hamm),6,0.027,7,3,2
BFS,6,0.563,333,162,6
DFS,6,824.583,394729,394717,20
A* (Manh),6,0.144,15,7,6
A* (Hamm),6,0.063,17,8,6
BFS,6,0.145,89,39,4
DFS,6,72.096,38624,38609,20
A* (Manh),6,0.082,9,5,4
A* (Hamm),6,0.035,9,5,4
BFS,6,0.693,418,201,6
DFS,6,837.083,410161,410147,20
A* (Manh),6,0.151,17,7,6
A* (Hamm),6,0.06,17,7,6
BFS,6,0.093,34,15,2
DFS,6,702.389,352535,352519,20
A* (Manh),6,0.14,7,3,2
A* (Hamm),6,0.028,7,3,2
BFS,6,0.173,103,48,4
DFS,6,461.839,234305,234293,20
A* (Manh),6,0.135,12,5,4
A* (Hamm),6,0.044,12,5,4
BFS,6,0.054,31,13,2
DFS,6,690.034,340420,340405,20
A* (Manh),6,0.127,7,3,2
A* (Hamm),6,0.028,7,3,2
BFS,6,0.207,124,58,4
DFS,6,413.333,210215,210201,20
A* (Manh),6,0.114,13,5,4
A* (Hamm),6,0.045,13,5,4
BFS,6,0.344,213,100,6
DFS,6,499.804,254188,254185,20
A* (Manh),6,0.126,12,7,6
A* (Hamm),6,0.05,12,7,6
BFS,6,0.006,1,1,0
DFS,6,0.004,1,1,0
A* (Manh),6,0.002,1,1,0
A* (Hamm),6,0.002,1,1,0
BFS,6,0.163,97,48,4
DFS,6,263.992,136331,136316,20
A* (Manh),6,0.192,12,5,4
A* (Hamm),6,0.046,12,5,4
BFS,6,0.042,23,10,2
DFS,6,1304.321,652296,652286,20
A* (Manh),6,0.098,6,3,2
A* (Hamm),6,0.025,6,3,2
BFS,6,0.148,89,39,4
DFS,6,72.528,38624,38609,20
A* (Manh),6,0.121,9,5,4
A* (Hamm),6,0.049,9,5,4
BFS,6,0.042,23,10,2
DFS,6,1309.027,652296,652286,20
A* (Manh),6,0.099,6,3,2
A* (Hamm),6,0.026,6,3,2
BFS,6,0.839,510,244,6
DFS,6,604.331,307005,306990,20
A* (Manh),6,0.186,15,7,6
A* (Hamm),6,0.056,15,7,6
BFS,6,0.201,121,56,4
DFS,6,609.386,307010,306997,20
A* (Manh),6,0.119,9,5,4
A* (Hamm),6,0.036,9,5,4
BFS,6,0.109,67,29,4
DFS,6,457.177,224217,224204,20
A* (Manh),6,0.133,10,5,4
A* (Hamm),6,0.047,12,6,4
BFS,6,0.006,1,1,0
DFS,6,0.004,1,1,0
A* (Manh),6,0.002,1,1,0
A* (Hamm),6,0.002,1,1,0
BFS,6,0.041,23,10,2
DFS,6,1407.929,652296,652286,20
A* (Manh),6,0.098,6,3,2
A* (Hamm),6,0.03,6,3,2
BFS,6,0.069,31,13,2
DFS,6,693.295,340420,340405,20
A* (Manh),6,0.097,7,3,2
A* (Hamm),6,0.026,7,3,2
BFS,6,0.006,1,1,0
DFS,6,0.003,1,1,0
A* (Manh),6,0.002,1,1,0
A* (Hamm),6,0.002,1,1,0
BFS,6,0.04,23,10,2
DFS,6,1312.161,652296,652286,20
A* (Manh),6,0.123,6,3,2
A* (Hamm),6,0.025,6,3,2
BFS,6,0.275,146,70,4
DFS,6,461.093,234272,234259,20
A* (Manh),6,0.156,13,5,4
A* (Hamm),6,0.046,13,5,4
BFS,6,0.06,34,15,2
DFS,6,704.012,352535,352519,20
A* (Manh),6,0.11,7,3,2
A* (Hamm),6,0.026,7,3,2
BFS,6,0.043,23,10,2
DFS,6,2341.242,1095343,1095336,20
A* (Manh),6,0.236,6,3,2
A* (Hamm),6,0.03,6,3,2
BFS,6,0.219,127,60,4
DFS,6,414.254,210215,210200,20
A* (Manh),6,0.226,13,5,4
A* (Hamm),6,0.048,13,5,4
BFS,6,0.185,114,53,4
DFS,6,320.28,164547,164533,20
A* (Manh),6,0.141,12,5,4
A* (Hamm),6,0.045,12,5,4
BFS,6,0.042,23,10,2
DFS,6,2246.001,1095343,1095336,20
A* (Manh),6,0.209,6,3,2
A* (Hamm),6,0.029,6,3,2
BFS,6,0.068,31,13,2
DFS,6,672.095,340420,340405,20
A* (Manh),6,0.097,7,3,2
A* (Hamm),6,0.03,7,3,2
BFS,6,0.213,124,58,4
DFS,6,410.883,210215,210201,20
A* (Manh),6,0.165,13,5,4
A* (Hamm),6,0.048,13,5,4
BFS,6,0.593,361,175,6
DFS,6,1795.031,871899,871890,20
A* (Manh),6,0.208,16,7,6
A* (Hamm),6,0.06,16,7,6
BFS,6,0.006,1,1,0
DFS,6,0.003,1,1,0
A* (Manh),6,0.002,1,1,0
A* (Hamm),6,0.002,1,1,0
BFS,6,0.209,122,61,4
DFS,6,530.358,269019,269001,20
A* (Manh),6,0.131,12,5,4
A* (Hamm),6,0.044,12,5,4
BFS,6,0.006,1,1,0
DFS,6,0.004,1,1,0
A* (Manh),6,0.002,1,1,0
A* (Hamm),6,0.002,1,1,0
BFS,6,0.181,109,51,4
DFS,6,600.954,298769,298758,20
A* (Manh),6,0.138,11,5,4
A* (Hamm),6,0.041,11,5,4
BFS,6,0.15,89,39,4
DFS,6,72.557,38624,38609,20
A* (Manh),6,0.081,9,5,4
A* (Hamm),6,0.036,9,5,4
BFS,6,0.058,34,15,2
DFS,6,701.524,352535,352519,20
A* (Manh),6,0.087,7,3,2
A* (Hamm),6,0.026,7,3,2
BFS,6,0.874,536,256,6
DFS,6,1119.097,558946,558936,20
A* (Manh),6,0.13,14,7,6
A* (Hamm),6,0.087,23,11,6
BFS,6,0.041,23,10,2
DFS,6,1315.672,652296,652286,20
A* (Manh),6,0.149,6,3,2
A* (Hamm),6,0.046,6,3,2
BFS,6,0.048,23,10,2
DFS,6,2312.932,1095343,1095336,20
A* (Manh),6,0.237,6,3,2
A* (Hamm),6,0.027,6,3,2
BFS,6,0.201,116,54,4
DFS,6,936.635,466664,466656,20
A* (Manh),6,0.14,11,5,4
A* (Hamm),6,0.05,11,5,4
BFS,6,0.592,360,168,6
DFS,6,1432.046,711260,711255,20
A* (Manh),6,0.133,15,7,6
A* (Hamm),6,0.055,15,7,6
BFS,6,0.006,1,1,0
DFS,6,0.003,1,1,0
A* (Manh),6,0.002,1,1,0
A* (Hamm),6,0.002,1,1,0
BFS,6,0.143,89,39,4
DFS,6,72.444,38624,38609,20
A* (Manh),6,0.083,9,5,4
A* (Hamm),6,0.035,9,5,4
BFS,7,0.02,9,4,1
DFS,7,8947.988,4227410,4227410,20
A* (Manh),7,0.082,4,2,1
A* (Hamm),7,0.018,4,2,1
BFS,7,0.232,139,63,5
DFS,7,1436.498,675777,675766,20
A* (Manh),7,0.185,13,6,5
A* (Hamm),7,0.049,13,6,5
BFS,7,0.021,9,4,1
DFS,7,9104.552,4218340,4218340,20
A* (Manh),7,0.045,4,2,1
A* (Hamm),7,0.017,4,2,1
BFS,7,0.021,9,4,1
DFS,7,9153.181,4218340,4218340,20
A* (Manh),7,0.043,4,2,1
A* (Hamm),7,0.017,4,2,1
BFS,7,0.13,72,35,3
DFS,7,537.603,272448,272435,20
A* (Manh),7,0.139,9,4,3
A* (Hamm),7,0.045,9,4,3
BFS,7,0.315,196,93,5
DFS,7,1168.301,583582,583572,20
A* (Manh),7,0.162,12,6,5
A* (Hamm),7,0.05,12,6,5
BFS,7,0.019,9,4,1
DFS,7,9146.128,4218340,4218340,20
A* (Manh),7,0.043,4,2,1
A* (Hamm),7,0.017,4,2,1
BFS,7,0.021,9,4,1
DFS,7,9037.216,4218340,4218340,20
A* (Manh),7,0.043,4,2,1
A* (Hamm),7,0.017,4,2,1
BFS,7,0.303,176,83,5
DFS,7,1362.734,678011,678001,20
A* (Manh),7,0.144,13,6,5
A* (Hamm),7,0.051,13,6,5
BFS,7,0.086,50,22,3
DFS,7,893.44,446561,446548,20
A* (Manh),7,0.087,9,4,3
A* (Hamm),7,0.034,9,4,3
BFS,7,0.02,9,4,1
DFS,7,9020.196,4218340,4218340,20
A* (Manh),7,0.047,4,2,1
A* (Hamm),7,0.019,4,2,1
BFS,7,0.128,72,35,3
DFS,7,427.61,218611,218599,20
A* (Manh),7,0.135,10,4,3
A* (Hamm),7,0.039,10,4,3
BFS,7,0.02,9,4,1
DFS,7,9073.297,4218340,4218340,20
A* (Manh),7,0.044,4,2,1
A* (Hamm),7,0.017,4,2,1
BFS,7,0.423,255,122,5
DFS,7,1230.145,610317,610305,20
A* (Manh),7,0.12,11,6,5
A* (Hamm),7,0.044,11,6,5
BFS,7,0.404,246,118,5
DFS,7,1098.566,547120,547112,20
A* (Manh),7,0.161,12,6,5
A* (Hamm),7,0.074,19,9,5
BFS,7,0.303,186,88,5
DFS,7,2877.167,1401949,1401946,20
A* (Manh),7,0.118,12,6,5
A* (Hamm),7,0.045,12,6,5
BFS,7,0.125,72,35,3
DFS,7,430.205,218611,218599,20
A* (Manh),7,0.111,10,4,3
A* (Hamm),7,0.045,10,4,3
BFS,7,1.29,739,357,7
DFS,7,1336.77,627659,627647,20
A* (Manh),7,0.227,20,8,7
A* (Hamm),7,0.073,20,8,7
BFS,7,0.021,9,4,1
DFS,7,9511.451,4227410,4227410,20
A* (Manh),7,0.133,4,2,1
A* (Hamm),7,0.026,4,2,1
BFS,7,0.192,69,33,3
DFS,7,210.833,104913,104897,20
A* (Manh),7,0.148,10,4,3
A* (Hamm),7,0.036,10,4,3
BFS,7,0.463,264,126,5
DFS,7,1240.788,535825,535809,20
A* (Manh),7,0.254,15,6,5
A* (Hamm),7,0.068,15,6,5
BFS,7,0.359,207,98,5
DFS,7,618.937,272138,272124,20
A* (Manh),7,0.196,15,6,5
A* (Hamm),7,0.055,15,6,5
BFS,7,0.021,9,4,1
DFS,7,9169.531,4218340,4218340,20
A* (Manh),7,0.043,4,2,1
A* (Hamm),7,0.017,4,2,1
BFS,7,0.128,72,35,3
DFS,7,537.097,272448,272435,20
A* (Manh),7,0.161,9,4,3
A* (Hamm),7,0.035,9,4,3
BFS,7,0.232,142,65,5
DFS,7,515.569,262116,262107,20
A* (Manh),7,0.153,13,6,5
A* (Hamm),7,0.047,13,6,5
BFS,7,1.044,649,309,7
DFS,7,462.284,228802,228786,20
A* (Manh),7,0.228,24,11,7
A* (Hamm),7,0.121,34,15,7
BFS,7,0.395,246,118,5
DFS,7,1119.91,547120,547112,20
A* (Manh),7,0.182,12,6,5
A* (Hamm),7,0.074,19,9,5
BFS,7,0.398,243,117,5
DFS,7,1191.266,594193,594183,20
A* (Manh),7,0.148,13,6,5
A* (Hamm),7,0.049,13,6,5
BFS,7,0.02,9,4,1
DFS,7,9325.563,4218340,4218340,20
A* (Manh),7,0.044,4,2,1
A* (Hamm),7,0.018,4,2,1
BFS,7,0.116,63,30,3
DFS,7,1361.179,675734,675721,20
A* (Manh),7,0.156,10,4,3
A* (Hamm),7,0.036,10,4,3
BFS,7,0.072,40,18,3
DFS,7,343.759,176530,176513,20
A* (Manh),7,0.111,9,4,3
A* (Hamm),7,0.034,9,4,3
BFS,7,0.288,179,85,5
DFS,7,1411.579,701535,701524,20
A* (Manh),7,0.186,13,6,5
A* (Hamm),7,0.052,13,6,5
BFS,7,0.084,50,22,3
DFS,7,896.361,446561,446548,20
A* (Manh),7,0.093,9,4,3
A* (Hamm),7,0.034,9,4,3
BFS,7,0.345,206,97,5
DFS,7,932.363,465747,465736,20
A* (Manh),7,0.137,15,6,5
A* (Hamm),7,0.054,15,6,5
BFS,7,0.068,40,17,3
DFS,7,3662.256,1687907,1687902,20
A* (Manh),7,0.216,7,4,3
A* (Hamm),7,0.032,7,4,3
BFS,7,0.111,63,30,3
DFS,7,1355.954,675734,675721,20
A* (Manh),7,0.127,10,4,3
A* (Hamm),7,0.036,10,4,3
BFS,7,2.173,1263,599,7
DFS,7,1367.506,675726,675712,20
A* (Manh),7,0.262,27,13,7
A* (Hamm),7,0.158,43,20,7
BFS,7,0.339,212,100,5
DFS,7,1936.383,947309,947296,20
A* (Manh),7,0.159,14,6,5
A* (Hamm),7,0.053,14,6,5
BFS,7,0.02,9,4,1
DFS,7,9173.245,4218340,4218340,20
A* (Manh),7,0.043,4,2,1
A* (Hamm),7,0.016,4,2,1
BFS,7,0.396,234,112,5
DFS,7,893.281,441119,441109,20
A* (Manh),7,0.122,14,6,5
A* (Hamm),7,0.051,14,6,5
BFS,7,0.019,9,4,1
DFS,7,9127.299,4218340,4218340,20
A* (Manh),7,0.042,4,2,1
A* (Hamm),7,0.016,4,2,1
BFS,7,0.074,40,18,3
DFS,7,344.774,176530,176513,20
A* (Manh),7,0.137,9,4,3
A* (Hamm),7,0.046,9,4,3
BFS,7,0.316,196,93,5
DFS,7,1173.949,583582,583572,20
A* (Manh),7,0.113,12,6,5
A* (Hamm),7,0.047,12,6,5
BFS,7,0.084,50,22,3
DFS,7,899.496,446561,446548,20
A* (Manh),7,0.084,9,4,3
A* (Hamm),7,0.034,9,4,3
BFS,7,0.085,50,22,3
DFS,7,921.028,446561,446548,20
A* (Manh),7,0.085,9,4,3
A* (Hamm),7,0.033,9,4,3
BFS,7,0.019,9,4,1
DFS,7,8872.408,4218340,4218340,20
A* (Manh),7,0.044,4,2,1
A* (Hamm),7,0.016,4,2,1
BFS,7,0.112,63,30,3
DFS,7,1355.569,675734,675721,20
A* (Manh),7,0.096,10,4,3
A* (Hamm),7,0.037,10,4,3
BFS,7,0.372,227,106,5
DFS,7,928.315,464073,464058,20
A* (Manh),7,0.129,15,6,5
A* (Hamm),7,0.053,15,6,5
BFS,7,0.122,72,35,3
DFS,7,433.262,218611,218599,20
A* (Manh),7,0.109,10,4,3
A* (Hamm),7,0.044,10,4,3
BFS,7,0.103,59,28,3
DFS,7,179.044,81898,81882,20
A* (Manh),7,0.088,9,4,3
A* (Hamm),7,0.035,9,4,3
BFS,7,0.459,264,126,5
DFS,7,1136.785,535825,535809,20
A* (Manh),7,0.235,15,6,5
A* (Hamm),7,0.053,15,6,5
BFS,7,0.02,9,4,1
DFS,7,10160.832,4227410,4227410,20
A* (Manh),7,0.075,4,2,1
A* (Hamm),7,0.025,4,2,1
BFS,7,0.027,9,4,1
DFS,7,9512.202,4227410,4227410,20
A* (Manh),7,0.066,4,2,1
A* (Hamm),7,0.028,4,2,1
BFS,7,0.426,240,113,5
DFS,7,326.756,168123,168106,20
A* (Manh),7,0.181,12,6,5
A* (Hamm),7,0.046,12,6,5
BFS,7,0.938,576,276,7
DFS,7,129.571,67668,67654,20
A* (Manh),7,0.143,17,8,7
A* (Hamm),7,0.062,17,8,7
BFS,7,0.409,255,122,5
DFS,7,1227.32,610317,610305,20
A* (Manh),7,0.105,11,6,5
A* (Hamm),7,0.043,11,6,5
BFS,7,0.098,59,28,3
DFS,7,155.6,81898,81882,20
A* (Manh),7,0.08,9,4,3
A* (Hamm),7,0.034,9,4,3
BFS,7,0.02,9,4,1
DFS,7,9147.718,4227410,4227410,20
A* (Manh),7,0.07,4,2,1
A* (Hamm),7,0.024,4,2,1
BFS,7,0.025,9,4,1
DFS,7,8880.124,4218340,4218340,20
A* (Manh),7,0.044,4,2,1
A* (Hamm),7,0.017,4,2,1
